id,section,target,current_en,draft_en,ru,pt,es,source,status,note
mid_001,meta,meta.title,,Flexible Payroll Solutions for Growing Businesses | Garna,Гибкие решения по оплате труда для растущих компаний | Garna,Soluções Flexíveis de Payroll para Empresas em Crescimento | Garna,Soluciones flexibles de gestión de nóminas para empresas en crecimiento | Garna,src/i18n/translations/mid-size (new),seo_from_draft,
mid_002,meta,meta.description,,"Automate payroll processing, handle employees and contractors from all over the world without headaches, but with Garna.",Автоматизируйте оплату труда и без лишних хлопот управляйте персоналом и подрядчиками со всего мира с помощью Garna.,Automatize o processamento salarial e faça a gestão de colaboradores e prestadores de serviços em qualquer parte do mundo sem complicações — com a Garna.,"Automatiza la gestión de nóminas y gestiona a empleados y contratistas de todo el mundo sin complicaciones, gracias a Garna.",src/i18n/translations/mid-size (new),seo_from_draft,
mid_003,hero,hero.title,Payroll for Growing Companies,Payroll for Growing Companies,Оплата труда в растущих компаниях,Payroll para Empresas em Crescimento,Nómina para empresas en crecimiento,astro/content/page-heroes.ts,exact_or_punctuation_only,
mid_004,hero,hero.description,"A solution that keeps up with your growing business - a scalable platform that lets you put payroll on autopilot, manage employees and contractors from a single place","A solution that keeps up with your growing business — a scalable platform that lets you put payroll on autopilot, manage employees and contractors from a single place.","Решение, которое растет вместе с вашим бизнесом — масштабируемая платформа, позволяющая автоматизировать расчет заработной платы и управлять персоналом и подрядчиками через единый интерфейс.",Uma solução que acompanha o crescimento do seu negócio — uma plataforma escalável que permite automatizar os processos de payroll e gerir colaboradores e prestadores de serviços num único local.,Una solución que se adapta al crecimiento de tu negocio: una plataforma escalable que te permite automatizar la gestión de nóminas y gestionar a empleados y contratistas desde un único lugar.,astro/content/page-heroes.ts,exact_or_punctuation_only,
mid_005,hero,hero.cta,Try Garna,Try Garna,Попробовать Garna,Experimentar a Garna,Prueba Garna,astro/content/page-heroes.ts,exact_or_punctuation_only,
mid_006,operations,operations.title,,Global Payroll Operations — Under Your Full Control,Управление оплатой труда по всему миру — под вашим полным контролем,Operações Globais de Payroll — Totalmente Sob o Seu Controlo,Operaciones de nómina globales: bajo tu control total,astro/content/site-pages/mid-size.html,needs_key_or_markup,No matching current-page string found in the English inventory; likely needs a new data-translate key or manual placement.
mid_007,operations,operations.intro1,,"With growth comes operational complexity. Before you know it, you have more employees, more contractors, more global payments coming all at once.","С ростом бизнеса возрастает сложность операционной деятельности. Не успеете оглянуться, как у вас вырастет количество сотрудников, подрядчиков и международных платежей, которые начнут поступать одновременно.","Com o crescimento surge também uma maior complexidade operacional. De repente, há mais colaboradores, mais prestadores de serviços e mais pagamentos internacionais para gerir ao mesmo tempo.","El crecimiento conlleva complejidad operativa. Antes de que te des cuenta, tendrás más empleados, más contratistas y más pagos internacionales llegando todos a la vez.",astro/content/site-pages/mid-size.html,needs_key_or_markup,No matching current-page string found in the English inventory; likely needs a new data-translate key or manual placement.
mid_008,operations,operations.intro2,,Garna gives growing companies a solid foundation for their payroll infrastructure. It’s built as a centralized system that keeps everything simple while still giving you visibility and control.,"Garna предоставляет растущим компаниям прочную основу для организации системы оплаты труда. Эта система построена по принципу централизованной архитектуры, что позволяет упростить работу, не лишая вас контроля и прозрачности.","A Garna oferece às empresas em crescimento uma base sólida para a sua infraestrutura de payroll. Foi concebida como um sistema centralizado que simplifica a gestão, sem comprometer a visibilidade nem o controlo.",Garna ofrece a las empresas en crecimiento una base sólida para su infraestructura de nóminas. Está diseñada como un sistema centralizado que simplifica todo sin renunciar a la visibilidad y el control.,astro/content/site-pages/mid-size.html,needs_key_or_markup,No matching current-page string found in the English inventory; likely needs a new data-translate key or manual placement.
mid_009,operations,operations.system.title,,One system to rule them all,"Одна система, чтобы править всеми",Um único sistema para gerir tudo,Un sistema para gestionarlo todo,astro/content/site-pages/mid-size.html,needs_key_or_markup,No matching current-page string found in the English inventory; likely needs a new data-translate key or manual placement.
mid_010,operations,operations.system.description,,"Garna brings together every document and tool to one platform that scales with your team. Employee payroll, contractor payments, onboarding, approvals and reporting are at hand whenever you need them.","Garna объединяет все документы и инструменты на одной платформе, которая растет вместе с вашей командой. Оплата труда сотрудников, выплаты подрядчикам, адаптация новых сотрудников, утверждение документов и отчетность — всё это всегда под рукой, когда вам это нужно.","A Garna reúne todos os documentos e ferramentas numa única plataforma que cresce juntamente com a sua equipa. Processamento salarial, pagamentos a prestadores de serviços, onboarding, aprovações e relatórios — tudo disponível quando precisar.","Garna reúne todos los documentos y herramientas en una única plataforma que se adapta al tamaño de tu equipo. La nómina de los empleados, los pagos a los contratistas, la incorporación de nuevos empleados, las aprobaciones y los informes están a tu alcance siempre que los necesites.",astro/content/site-pages/mid-size.html,needs_key_or_markup,No matching current-page string found in the English inventory; likely needs a new data-translate key or manual placement.
mid_011,operations,operations.visibility.title,,Total visibility for payroll costs,Полная прозрачность затрат на оплату труда,Visibilidade total sobre os custos de payroll,Visibilidad total de los costes de nómina,astro/content/site-pages/mid-size.html,needs_key_or_markup,No matching current-page string found in the English inventory; likely needs a new data-translate key or manual placement.
mid_012,operations,operations.visibility.description,,"Within the platform, you can see how a payroll spend goes across departments,  countries, contractors, and teams in real time.","В рамках платформы вы можете в режиме реального времени отслеживать распределение расходов на оплату труда по подразделениям, странам, подрядчикам и командам.","Através da plataforma, pode acompanhar em tempo real como os custos de payroll estão distribuídos por departamentos, países, prestadores de serviços e equipas.","Dentro de la plataforma, puedes ver en tiempo real cómo se distribuyen los gastos de nómina entre departamentos, países, contratistas y equipos.",astro/content/site-pages/mid-size.html,needs_key_or_markup,No matching current-page string found in the English inventory; likely needs a new data-translate key or manual placement.
mid_013,operations,operations.automation.title,,Automation that saves from operational load,"Автоматизация, снижающая операционную нагрузку",Automatização que reduz a carga operacional,Automatización que alivia la carga operativa,astro/content/site-pages/mid-size.html,needs_key_or_markup,No matching current-page string found in the English inventory; likely needs a new data-translate key or manual placement.
mid_014,operations,operations.automation.description,,"Now, payroll calculations, invoices, tax workflows, recurring payouts and approvals are all automated, so that your team spends less time on administrative tasks and more on earning.","Теперь расчет оплаты труда, выставление счетов, налоговые процедуры, регулярные выплаты и утверждение документов полностью автоматизированы, благодаря чему ваша команда тратит меньше времени на административные задачи и больше — на работу, приносящую доход.","Cálculos salariais, faturas, processos fiscais, pagamentos recorrentes e aprovações são automatizados para que a sua equipa dedique menos tempo a tarefas administrativas e mais tempo ao crescimento do negócio.","Ahora, los cálculos de nóminas, las facturas, los flujos de trabajo fiscales, los pagos recurrentes y las aprobaciones están totalmente automatizados, de modo que tu equipo dedica menos tiempo a tareas administrativas y más a generar ingresos.",astro/content/site-pages/mid-size.html,needs_key_or_markup,No matching current-page string found in the English inventory; likely needs a new data-translate key or manual placement.
mid_015,operations,operations.teams.title,,Built for teams all around the world,Создано для команд из разных стран мира,Concebido para equipas em todo o mundo,Diseñado para equipos de todo el mundo,astro/content/site-pages/mid-size.html,needs_key_or_markup,No matching current-page string found in the English inventory; likely needs a new data-translate key or manual placement.
mid_016,operations,operations.teams.description,,"Your workforce might combine different formats — local, hybrid, international, completely remote. With Garna, your payroll operations go across different locations and payment structures.","Ваш персонал может работать в различных форматах — локальном, гибридном, международном или полностью удаленном. С Garna вы можете управлять расчетами по оплате труда в разных регионах и с различными схемами выплат.","A sua força de trabalho pode incluir colaboradores locais, híbridos, internacionais ou totalmente remotos. Com a Garna, as operações de payroll adaptam-se facilmente a diferentes localizações e estruturas de pagamento.","Tu plantilla puede combinar diferentes formatos: local, híbrido, internacional o totalmente remoto. Con Garna, tus operaciones de nómina abarcan diferentes ubicaciones y estructuras de pago.",astro/content/site-pages/mid-size.html,needs_key_or_markup,No matching current-page string found in the English inventory; likely needs a new data-translate key or manual placement.
mid_017,operations,operations.flexibility.title,,Flexibility attuned to your growth,"Гибкость, адаптированная к вашему развитию",Flexibilidade alinhada com o seu crescimento,Flexibilidad adaptada a tu crecimiento,astro/content/site-pages/mid-size.html,needs_key_or_markup,No matching current-page string found in the English inventory; likely needs a new data-translate key or manual placement.
mid_018,operations,operations.flexibility.description,,"When a payroll system is truly yours, it scales with you and with API integrations, flexible payment infrastructure and workflows that expand as you grow.","Когда система оплаты труда действительно работает для вас, она масштабируется вместе с вашим бизнесом и расширяется по мере вашего роста благодаря интеграции с API, гибкой платежной инфраструктуре и рабочим процессам.","Quando um sistema de payroll é realmente adaptado à sua empresa, cresce consigo. Com integrações API, infraestrutura de pagamentos flexível e fluxos de trabalho escaláveis, a Garna acompanha a evolução do seu negócio.","Cuando un sistema de nóminas es verdaderamente tuyo, se adapta a ti y, gracias a las integraciones API, a una infraestructura de pagos flexible y a flujos de trabajo que se amplían a medida que creces.",astro/content/site-pages/mid-size.html,needs_key_or_markup,No matching current-page string found in the English inventory; likely needs a new data-translate key or manual placement.
mid_019,operations,operations.compliance.title,,No more manual oversight of compliance,Больше не нужно вручную контролировать соблюдение требований,Acabe com a supervisão manual da conformidade,Se acabó la supervisión manual del cumplimiento normativo,astro/content/site-pages/mid-size.html,needs_key_or_markup,No matching current-page string found in the English inventory; likely needs a new data-translate key or manual placement.
mid_020,operations,operations.compliance.description,,"In order to avoid any possible compliance issues, the system uses built-in operational controls, automated payroll tax handling, and reporting workflows.","Чтобы избежать возможных проблем с соблюдением нормативных требований, система использует встроенные механизмы операционного контроля, автоматизированную обработку налогов с оплаты труда и формированию отчетности.","Para evitar problemas de conformidade, a plataforma inclui controlos operacionais integrados, gestão automatizada de impostos sobre salários e fluxos de relatórios que ajudam a garantir o cumprimento das obrigações legais.","Para evitar cualquier posible problema de cumplimiento normativo, el sistema utiliza controles operativos integrados, gestión automatizada de impuestos sobre nóminas y flujos de trabajo de generación de informes.",astro/content/site-pages/mid-size.html,needs_key_or_markup,No matching current-page string found in the English inventory; likely needs a new data-translate key or manual placement.
mid_021,flexible,flexible.title,,Flexible and Easy Payroll Running,Гибкий и простой процесс оплаты труда,Payroll Flexível e Simples,Gestión de nóminas flexible y sencilla,astro/content/site-pages/mid-size.html,needs_key_or_markup,No matching current-page string found in the English inventory; likely needs a new data-translate key or manual placement.
mid_022,flexible,flexible.description,,"Garna’s goal is to take the unnecessary tasks off the shoulders of your team, so that you can keep growing without distractions.","Цель Garna — избавить вашу команду от лишних задач, чтобы вы могли продолжать развиваться, не отвлекаясь на рутинные задачи.","O objetivo da Garna é eliminar tarefas desnecessárias do dia a dia da sua equipa, para que possa continuar a crescer sem distrações.","El objetivo de Garna es liberar a tu equipo de las tareas innecesarias, para que puedas seguir creciendo sin distracciones.",astro/content/site-pages/mid-size.html,needs_key_or_markup,No matching current-page string found in the English inventory; likely needs a new data-translate key or manual placement.
mid_023,flexible,flexible.items.automation.title,,Automated Payroll Processing,Автоматизированная обработка оплаты труда,Processamento Salarial Automatizado,Procesamiento automatizado de nóminas,astro/content/site-pages/mid-size.html,needs_key_or_markup,No matching current-page string found in the English inventory; likely needs a new data-translate key or manual placement.
mid_024,flexible,flexible.items.automation.description,,"All the routine tasks are automated now. Send out invoices to contractors, make regular payments and other repetitive work with a couple of clicks.","Все рутинные задачи теперь автоматизированы. Выставляйте счета подрядчикам, осуществляйте регулярные платежи и выполняйте другие рутинные задачи всего за пару кликов.","Todas as tarefas rotineiras podem ser automatizadas. Envie faturas a prestadores de serviços, efetue pagamentos recorrentes e execute outras tarefas repetitivas com apenas alguns cliques.","Ahora todas las tareas rutinarias están automatizadas. Envía facturas a los contratistas, realiza pagos periódicos y otras tareas repetitivas con solo un par de clics.",astro/content/site-pages/mid-size.html,needs_key_or_markup,No matching current-page string found in the English inventory; likely needs a new data-translate key or manual placement.
mid_025,flexible,flexible.items.control.title,,Centralized Control & Visibility,Централизованное управление и прозрачность,Controlo e Visibilidade Centralizados,Control y visibilidad centralizados,astro/content/site-pages/mid-size.html,needs_key_or_markup,No matching current-page string found in the English inventory; likely needs a new data-translate key or manual placement.
mid_026,flexible,flexible.items.control.description,,"Get a clear view of your payroll costs, payment status, employee pay, and contractor payouts all in one place with real-time insights and reporting.","Получайте полную картину расходов на оплату труда, статуса выплат, заработной платы сотрудников и выплат подрядчикам — всё в едином интерфейсе с отчетами и аналитикой в режиме реального времени.","Tenha uma visão clara dos custos de payroll, estado dos pagamentos, salários dos colaboradores e pagamentos a prestadores de serviços, tudo num único local, com relatórios e dados em tempo real.","Obtén una visión clara de tus costes de nómina, el estado de los pagos, los salarios de los empleados y los pagos a los contratistas, todo en un solo lugar, con información y reportes en tiempo real.",astro/content/site-pages/mid-size.html,needs_key_or_markup,No matching current-page string found in the English inventory; likely needs a new data-translate key or manual placement.
mid_027,flexible,flexible.items.support.title,,24/7 Support,Круглосуточная поддержка,Suporte 24/7,Asistencia 24/7,astro/content/site-pages/mid-size.html,needs_key_or_markup,No matching current-page string found in the English inventory; likely needs a new data-translate key or manual placement.
mid_028,flexible,flexible.items.support.description,,"Garna offers global 24/7 support for your finance team, HR, contractors and employees.","Garna предоставляет круглосуточную поддержку по всему миру для вашей финансовой службы, отдела кадров, подрядчиков и сотрудников.","A Garna disponibiliza suporte global 24 horas por dia, 7 dias por semana, para equipas financeiras, recursos humanos, prestadores de serviços e colaboradores.","Garna ofrece asistencia global 24/7 para su equipo financiero, RR. HH., contratistas y empleados.",astro/content/site-pages/mid-size.html,needs_key_or_markup,No matching current-page string found in the English inventory; likely needs a new data-translate key or manual placement.
mid_029,flexible,flexible.items.mobile.title,,Mobile-First Experience,Ориентация на мобильные устройства,Experiência Mobile First,Experiencia centrada en el móvil,astro/content/site-pages/mid-size.html,needs_key_or_markup,No matching current-page string found in the English inventory; likely needs a new data-translate key or manual placement.
mid_030,flexible,flexible.items.mobile.description,,"Do payroll on the go with a simple, user-friendly platform designed for teams that work from anywhere.","Ведите расчет оплаты труда даже в дороге с помощью простой и удобной платформы, созданной для удаленных команд.","Faça a gestão do payroll em qualquer lugar através de uma plataforma simples e intuitiva, desenvolvida para equipas que trabalham remotamente ou em diferentes localizações.","Gestiona las nóminas sobre la marcha con una plataforma sencilla y fácil de usar, diseñada para equipos que trabajan desde cualquier lugar.",astro/content/site-pages/mid-size.html,needs_key_or_markup,No matching current-page string found in the English inventory; likely needs a new data-translate key or manual placement.
mid_031,flexible,flexible.items.reach.title,Global Reach,Global Reach,Глобальный охват,Alcance Global,Alcance global,astro/content/site-pages/mid-size.html,exact_or_punctuation_only,
mid_032,flexible,flexible.items.reach.description,,"Pay people all around the world (150+ countries) with our flexible payment options including bank transfers, local currencies, SWIFT, SEPA, PayPal, Payoneer, and even crypto.","Осуществляйте платежи людям по всему миру (более 150 стран) с помощью наших гибких способов оплаты, включая банковские переводы, местные валюты, SWIFT, SEPA, PayPal, Payoneer и даже криптовалюту.","Pague a colaboradores e prestadores de serviços em mais de 150 países através de opções flexíveis de pagamento, incluindo transferências bancárias, moedas locais, SWIFT, SEPA, PayPal, Payoneer e até criptomoedas.","Paga a personas de todo el mundo (más de 150 países) con nuestras opciones de pago flexibles, que incluyen transferencias bancarias, divisas locales, SWIFT, SEPA, PayPal, Payoneer e incluso criptomonedas.",astro/content/site-pages/mid-size.html,needs_key_or_markup,No matching current-page string found in the English inventory; likely needs a new data-translate key or manual placement.
mid_033,flexible,flexible.items.earlyPayout.title,,Early Payout Access,Доступ к досрочным выплатам,Acesso a Pagamentos Antecipados,Acceso a pagos anticipados,astro/content/site-pages/mid-size.html,needs_key_or_markup,No matching current-page string found in the English inventory; likely needs a new data-translate key or manual placement.
mid_034,flexible,flexible.items.earlyPayout.description,,Give your contractors and employees faster payouts with flexible funding and payment options.,Обеспечьте своим подрядчикам и сотрудникам более быструю выплату средств благодаря гибким вариантам финансирования и оплаты.,Ofereça aos seus colaboradores e prestadores de serviços acesso mais rápido aos seus rendimentos através de opções flexíveis de financiamento e pagamento.,Ofrece a tus contratistas y empleados pagos más rápidos con opciones flexibles de financiación y pago.,astro/content/site-pages/mid-size.html,needs_key_or_markup,No matching current-page string found in the English inventory; likely needs a new data-translate key or manual placement.
mid_035,solutions,solutions.title,Garna Solutions for Growing Businesses,Garna Solutions for Growing Businesses,Решения Garna для растущих компаний,Soluções Garna para Empresas em Crescimento,Soluciones de Garna para empresas en crecimiento,astro/content/site-pages/mid-size.html,exact_or_punctuation_only,
mid_036,solutions,solutions.contractors.title,Pay Global Contractors,Pay Global Contractors,Оплата услуг международных подрядчиков,Pague a Prestadores de Serviços em Todo o Mundo,Paga a contratistas internacionales,astro/content/site-pages/mid-size.html,exact_or_punctuation_only,
mid_037,solutions,solutions.contractors.description,"Run payroll for all your employees, freelancers, and contractors from one single system. Garna simplifies payroll by automating all the key elements, like calculations, payments and compliance processes, so you can focus on growth without the stress of manual paperwork","Run payroll for all your employees, freelancers, and contractors from one single system. Garna simplifies payroll by automating all the key elements, like calculations, payments and compliance processes, so you can focus on growth without the stress of manual paperwork.","Ведите расчет оплаты труда всех ваших сотрудников, фрилансеров и подрядчиков в одной системе. Garna упрощает процесс оплаты труда за счет автоматизации всех ключевых этапов, таких как расчеты, выплаты и процедуры соблюдения требований законодательства, благодаря чему вы можете сосредоточиться на развитии бизнеса, не отвлекаясь на бумажную волокиту.","Faça a gestão do payroll de colaboradores, freelancers e prestadores de serviços através de um único sistema. A Garna simplifica os processos ao automatizar elementos essenciais como cálculos, pagamentos e procedimentos de conformidade, permitindo-lhe concentrar-se no crescimento do negócio sem a carga administrativa.","Gestiona las nóminas de todos tus empleados, autónomos y colaboradores desde un único sistema. Garna simplifica la gestión de nóminas automatizando todos los elementos clave, como los cálculos, los pagos y los procesos de cumplimiento normativo, para que puedas centrarte en el crecimiento sin el estrés del papeleo manual.",astro/content/site-pages/mid-size.html,exact_or_punctuation_only,
mid_038,solutions,solutions.employees.title,Hire Employees Worldwide,Hire Employees Worldwide,Нанимайте сотрудников по всему миру,Contrate Colaboradores em Qualquer Parte do Mundo,Contrata empleados en todo el mundo,astro/content/site-pages/mid-size.html,exact_or_punctuation_only,
mid_039,solutions,solutions.employees.description,"Need to hire and pay team members in loads of different countries? No need to build a separate payroll system for each one. Garna lets you automate your payroll, cut down on compliance risks and manage international staff from one easy-to-use hub","Need to hire and pay team members in loads of different countries? No need to build a separate payroll system for each one. Garna lets you automate your payroll, cut down on compliance risks and manage international staff from one easy-to-use hub.","Хотите нанять сотрудников из разных стран и оплачивать их труд? Для этого не нужно создавать отдельную систему оплаты труда для каждой из стран. Garna позволяет автоматизировать оплату труда, снизить риски, связанные с нормативными требованиями, и управлять международным персоналом через единую удобную платформу.","Precisa de contratar e pagar membros da equipa em vários países? Não é necessário criar um sistema de payroll diferente para cada um deles. A Garna permite automatizar os processos salariais, reduzir riscos de conformidade e gerir equipas internacionais a partir de uma única plataforma fácil de utilizar.","¿Necesitas contratar y pagar a miembros del equipo en muchos países diferentes? No es necesario crear un sistema de nóminas independiente para cada uno. Garna te permite automatizar tu gestión de nóminas, reducir los riesgos de cumplimiento normativo y gestionar al personal internacional desde un único centro fácil de usar.",astro/content/site-pages/mid-size.html,exact_or_punctuation_only,
mid_040,payrollWorks,payrollWorks.title,Payroll works. But how?,Payroll works. But how?,Система оплаты труда работает.  Но как?,Como funciona o payroll?,La gestión de nóminas funciona. ¿Pero cómo?,astro/content/site-pages/mid-size.html,exact_or_punctuation_only,
mid_041,payrollWorks,payrollWorks.description,"With simple steps, we transformed the working process into a system that works seamlessly on autopilot","With simple steps, we transformed the working process into a system that works seamlessly on autopilot.","С помощью нескольких простых шагов мы преобразовали рабочий процесс в систему, которая бесперебойно функционирует в автоматическом режиме.","Com alguns passos simples, transformámos um processo complexo num sistema que funciona de forma automática e sem interrupções.","Con unos sencillos pasos, hemos transformado el proceso de trabajo en un sistema que funciona a la perfección de forma automática.",astro/content/site-pages/mid-size.html,exact_or_punctuation_only,
mid_042,payrollWorks,payrollWorks.steps.setup.title,,1. Set Up Your Team and Payroll Structure,1. Зарегистрируйте команду и определите структуру оплаты труда,1. Configure a sua equipa e a estrutura de payroll,1. Configura tu equipo y la estructura de nóminas,astro/content/site-pages/mid-size.html,needs_key_or_markup,No matching current-page string found in the English inventory; likely needs a new data-translate key or manual placement.
mid_043,payrollWorks,payrollWorks.steps.setup.description,,"Get your company set up, get your employees and contractors on board, sort out job roles and get your payroll workflows sorted out to suit your business.","Зарегистрируйте свою компанию, привлеките сотрудников и подрядчиков, определите должностные обязанности и настройте процессы оплаты труда в соответствии с особенностями вашего бизнеса.","Configure a sua empresa, adicione colaboradores e prestadores de serviços, defina funções e estabeleça fluxos de trabalho de payroll adaptados às necessidades do seu negócio.","Configura tu empresa, incorpora a tus empleados y contratistas, define los puestos de trabajo y organiza los flujos de trabajo de nóminas para que se adapten a tu negocio.",astro/content/site-pages/mid-size.html,needs_key_or_markup,No matching current-page string found in the English inventory; likely needs a new data-translate key or manual placement.
mid_044,payrollWorks,payrollWorks.steps.automate.title,,2. Automate Calculations and Taxes,2. Автоматизируйте расчеты и налоги,2. Automatize cálculos e impostos,2. Automatiza los cálculos y los impuestos,astro/content/site-pages/mid-size.html,needs_key_or_markup,No matching current-page string found in the English inventory; likely needs a new data-translate key or manual placement.
mid_045,payrollWorks,payrollWorks.steps.automate.description,,"Our platform does all the hard work: calculate payments, taxes, any deductions, and invoices, according to configured rules and law requirements.","Наша платформа берет на себя всю сложную работу: рассчитывает выплаты, налоги, любые вычеты и выставляет счета в соответствии с настроенными правилами и требованиями законодательства.","A nossa plataforma trata do trabalho mais complexo: calcula pagamentos, impostos, deduções e faturas de acordo com as regras configuradas e os requisitos legais aplicáveis.","Nuestra plataforma se encarga de todo el trabajo pesado: calcula los pagos, los impuestos, las deducciones y las facturas, de acuerdo con las reglas configuradas y los requisitos legales.",astro/content/site-pages/mid-size.html,needs_key_or_markup,No matching current-page string found in the English inventory; likely needs a new data-translate key or manual placement.
mid_046,payrollWorks,payrollWorks.steps.run.title,,3. Run Payroll and Payments,3. Проводите оплату труда и иные выплаты,3. Execute o payroll e os pagamentos,3. Gestiona la nómina y los pagos,astro/content/site-pages/mid-size.html,needs_key_or_markup,No matching current-page string found in the English inventory; likely needs a new data-translate key or manual placement.
mid_047,payrollWorks,payrollWorks.steps.run.description,,"Get your payroll sorted, fund your account, and send out payments to people in different countries with our flexible payment options in a few clicks.","Систематизируйте расчет оплаты труда, пополняйте свой счет и отправляйте выплаты сотрудникам в разных странах с помощью наших гибких способов оплаты всего за несколько кликов.","Processe salários, carregue o saldo da sua conta e envie pagamentos para pessoas em diferentes países através das nossas opções flexíveis de pagamento — tudo em apenas alguns cliques.","Organice su nómina, recargue su cuenta y envíe pagos a personas en diferentes países con nuestras opciones de pago flexibles en unos pocos clics.",astro/content/site-pages/mid-size.html,needs_key_or_markup,No matching current-page string found in the English inventory; likely needs a new data-translate key or manual placement.
mid_048,payrollWorks,payrollWorks.steps.track.title,,"4. Track, Report, and Scale","4. Отслеживайте, анализируйте и масштабируйте","4. Monitorize, analise e escale","4. Realice un seguimiento, genere informes y amplíe su negocio",astro/content/site-pages/mid-size.html,needs_key_or_markup,No matching current-page string found in the English inventory; likely needs a new data-translate key or manual placement.
mid_049,payrollWorks,payrollWorks.steps.track.description,,"See how your payroll is going through the centralized dashboards, pull off reports in seconds, and increase your payroll infrastructure as your team grows and expands.","Следите за ходом оплаты труда с помощью централизованных инструментов управления, формируйте отчеты за считанные секунды и расширяйте инфраструктуру оплаты труда по мере роста и развития вашей команды.","Acompanhe todas as operações através de dashboards centralizados, gere relatórios em segundos e expanda a sua infraestrutura de payroll à medida que a sua equipa cresce.","Consulte el estado de su nómina a través de los paneles de control centralizados, genere informes en segundos y amplíe su infraestructura de nóminas a medida que su equipo crece y se expande.",astro/content/site-pages/mid-size.html,needs_key_or_markup,No matching current-page string found in the English inventory; likely needs a new data-translate key or manual placement.
mid_050,choice,choice.title,Why Growing Companies Choose Garna,Why Growing Companies Choose Garna,Почему растущие компании выбирают Garna,Porque é que as empresas em crescimento escolhem a Garna?,Por qué las empresas en crecimiento eligen Garna,astro/content/site-pages/mid-size.html,exact_or_punctuation_only,
mid_051,choice,choice.description,Growing teams need payroll software that won't collapse when things get busy and the team starts getting bigger,Growing teams need payroll software that won't collapse when things get busy and the team starts getting bigger.,"Растущим командам требуется программа для оплаты труда, которая не даст сбоев, когда дела начнут набирать обороты, а команда станет больше.",As equipas em crescimento precisam de uma solução de payroll capaz de acompanhar o seu desenvolvimento sem comprometer a eficiência.,Los equipos en crecimiento necesitan un software de nóminas que no se colapse cuando el trabajo se acumula y el equipo empieza a crecer.,astro/content/site-pages/mid-size.html,exact_or_punctuation_only,
mid_052,choice,choice.item1.title,...because your team is scaling,1. …because your team is scaling,1. …потому что ваша команда растет,1. …porque a sua equipa está a crescer,1. …porque tu equipo está creciendo,astro/content/site-pages/mid-size.html,draft_updates_current_copy,
